shop_name,shop_price,shop_product_url,shop_image_url,shop_sku,shop_categories,shop_tags,shop_stock_qty,shop_stock_text,shop_description,shop_page
Accelgor,129.0,https://scrapeme.live/shop/Accelgor/,https://scrapeme.live/wp-content/uploads/2018/08/617-350x350.png,7958,"Pokemon, Shell Out","accelgor, Hydration, Shell Out",124,124 in stock,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane. Description When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",37
Stunfisk,67.0,https://scrapeme.live/shop/Stunfisk/,https://scrapeme.live/wp-content/uploads/2018/08/618-350x350.png,2448,"Pokemon, Trap","Static, stunfisk, Trap",288,288 in stock,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity. Description It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.",38
Mienfoo,197.0,https://scrapeme.live/shop/Mienfoo/,https://scrapeme.live/wp-content/uploads/2018/08/619-350x350.png,2424,"Martial Arts, Pokemon","Inner Focus, Martial Arts, mienfoo",82,82 in stock,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies. Description In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",38
Mienshao,50.0,https://scrapeme.live/shop/Mienshao/,https://scrapeme.live/wp-content/uploads/2018/08/620-350x350.png,8121,"Martial Arts, Pokemon","Inner Focus, Martial Arts, mienshao",253,253 in stock,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop. Description Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop.",38
Druddigon,110.0,https://scrapeme.live/shop/Druddigon/,https://scrapeme.live/wp-content/uploads/2018/08/621-350x350.png,4185,"Cave, Pokemon","Cave, druddigon, Rough Skin",266,266 in stock,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move. Description It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",38
Golett,89.0,https://scrapeme.live/shop/Golett/,https://scrapeme.live/wp-content/uploads/2018/08/622-350x350.png,8500,"Automaton, Pokemon","Automaton, golett, Iron Fist",274,274 in stock,Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years. Description Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.,38
Golurk,74.0,https://scrapeme.live/shop/Golurk/,https://scrapeme.live/wp-content/uploads/2018/08/623-350x350.png,5196,"Automaton, Pokemon","Automaton, golurk, Iron Fist",133,133 in stock,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control. Description It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,38
Pawniard,37.0,https://scrapeme.live/shop/Pawniard/,https://scrapeme.live/wp-content/uploads/2018/08/624-350x350.png,3172,"Pokemon, Sharp Blade","Inner Focus, pawniard, Sharp Blade",58,58 in stock,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey. Description Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey.",38
Bisharp,129.0,https://scrapeme.live/shop/Bisharp/,https://scrapeme.live/wp-content/uploads/2018/08/625-350x350.png,8828,"Pokemon, Sword Blade","bisharp, Inner Focus, Sword Blade",255,255 in stock,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey. Description Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.,38
Bouffalant,59.0,https://scrapeme.live/shop/Bouffalant/,https://scrapeme.live/wp-content/uploads/2018/08/626-350x350.png,5666,"Bash Buffalo, Pokemon","Bash Buffalo, bouffalant, Reckless",201,201 in stock,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt. Description Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",38
Rufflet,60.0,https://scrapeme.live/shop/Rufflet/,https://scrapeme.live/wp-content/uploads/2018/08/627-350x350.png,8587,"Eaglet, Pokemon","Eaglet, Keen Eye, rufflet",194,194 in stock,"They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger. Description They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger.",38
Braviary,83.0,https://scrapeme.live/shop/Braviary/,https://scrapeme.live/wp-content/uploads/2018/08/628-350x350.png,1770,"Pokemon, Valiant","braviary, Keen Eye, Valiant",262,262 in stock,They fight for their friends without any thought about danger to themselves. One can carry a car while flying. Description They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,38
Vullaby,61.0,https://scrapeme.live/shop/Vullaby/,https://scrapeme.live/wp-content/uploads/2018/08/629-350x350.png,8446,"Diapered, Pokemon","Big Pecks, Diapered, vullaby",16,16 in stock,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz. Description Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,38
Mandibuzz,89.0,https://scrapeme.live/shop/Mandibuzz/,https://scrapeme.live/wp-content/uploads/2018/08/630-350x350.png,7635,"Bone Vulture, Pokemon","Big Pecks, Bone Vulture, mandibuzz",296,296 in stock,"Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones. Description Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.",38
Heatmor,81.0,https://scrapeme.live/shop/Heatmor/,https://scrapeme.live/wp-content/uploads/2018/08/631-350x350.png,5965,"Anteater, Pokemon","Anteater, Flash Fire, heatmor",299,299 in stock,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them. Description It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.",38
Durant,28.0,https://scrapeme.live/shop/Durant/,https://scrapeme.live/wp-content/uploads/2018/08/632-350x350.png,2490,"Iron Ant, Pokemon","durant, Iron Ant, Swarm",272,272 in stock,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor. Description They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",38
Deino,63.0,https://scrapeme.live/shop/Deino/,https://scrapeme.live/wp-content/uploads/2018/08/633-350x350.png,8088,"Irate, Pokemon","deino, Hustle, Irate",40,40 in stock,"Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves. Description Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves.",38
Zweilous,199.0,https://scrapeme.live/shop/Zweilous/,https://scrapeme.live/wp-content/uploads/2018/08/634-350x350.png,6661,"Hostile, Pokemon","Hostile, Hustle, zweilous",69,69 in stock,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along. Description After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",39
Hydreigon,86.0,https://scrapeme.live/shop/Hydreigon/,https://scrapeme.live/wp-content/uploads/2018/08/635-350x350.png,9310,"Brutal, Pokemon","Brutal, hydreigon, Levitate",299,299 in stock,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path! Description It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!",39
Volcarona,94.0,https://scrapeme.live/shop/Volcarona/,https://scrapeme.live/wp-content/uploads/2018/08/637-350x350.png,6817,"Pokemon, Sun","Flame Body, sun, volcarona",57,57 in stock,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun. Description When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",39
Cobalion,111.0,https://scrapeme.live/shop/Cobalion/,https://scrapeme.live/wp-content/uploads/2018/08/638-350x350.png,5798,"Iron Will, Pokemon","cobalion, Iron Will, Justified",94,94 in stock,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon. Description It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,39
Terrakion,87.0,https://scrapeme.live/shop/Terrakion/,https://scrapeme.live/wp-content/uploads/2018/08/639-350x350.png,1701,"Cavern, Pokemon","Cavern, Justified, terrakion",136,136 in stock,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon. Description Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.",39
Virizion,156.0,https://scrapeme.live/shop/Virizion/,https://scrapeme.live/wp-content/uploads/2018/08/640-350x350.png,7907,"Grassland, Pokemon","Grassland, Justified, virizion",161,161 in stock,Legends say this Pokémon confounded opponents with its swift movements. Description Legends say this Pokémon confounded opponents with its swift movements.,39
Reshiram,147.0,https://scrapeme.live/shop/Reshiram/,https://scrapeme.live/wp-content/uploads/2018/08/643-350x350.png,6531,"Pokemon, Vast White","reshiram, Turboblaze, Vast White",235,235 in stock,"When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather. Description When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather.",39
Zekrom,135.0,https://scrapeme.live/shop/Zekrom/,https://scrapeme.live/wp-content/uploads/2018/08/644-350x350.png,8154,"Deep Black, Pokemon","Deep Black, Teravolt, zekrom",253,253 in stock,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail. Description Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",39
Genesect,173.0,https://scrapeme.live/shop/Genesect/,https://scrapeme.live/wp-content/uploads/2018/08/649-350x350.png,4041,"Paleozoic, Pokemon","Download, genesect, Paleozoic",30,30 in stock,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back. Description This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,39
Chespin,185.0,https://scrapeme.live/shop/Chespin/,https://scrapeme.live/wp-content/uploads/2018/08/650-350x350.png,2048,"Pokemon, Spiny Nut","chespin, Overgrow, Spiny Nut",267,267 in stock,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it. Description Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.,39
Quilladin,161.0,https://scrapeme.live/shop/Quilladin/,https://scrapeme.live/wp-content/uploads/2018/08/651-350x350.png,7500,"Pokemon, Spiny Armor","Overgrow, quilladin, Spiny Armor",61,61 in stock,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights. Description They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.,39
Chesnaught,96.0,https://scrapeme.live/shop/Chesnaught/,https://scrapeme.live/wp-content/uploads/2018/08/652-350x350.png,5360,"Pokemon, Spiny Armor","chesnaught, Overgrow, Spiny Armor",145,145 in stock,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast. Description When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.",39
Fennekin,123.0,https://scrapeme.live/shop/Fennekin/,https://scrapeme.live/wp-content/uploads/2018/08/653-350x350.png,1069,"Fox, Pokemon","Blaze, fennekin, Fox",183,183 in stock,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears. Description As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.",39
Braixen,59.0,https://scrapeme.live/shop/Braixen/,https://scrapeme.live/wp-content/uploads/2018/08/654-350x350.png,6617,"Fox, Pokemon","Blaze, braixen, Fox",71,71 in stock,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies. Description When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.",39
Delphox,170.0,https://scrapeme.live/shop/Delphox/,https://scrapeme.live/wp-content/uploads/2018/08/655-350x350.png,3188,"Fox, Pokemon","Blaze, delphox, Fox",146,146 in stock,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame. Description Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.",39
Froakie,38.0,https://scrapeme.live/shop/Froakie/,https://scrapeme.live/wp-content/uploads/2018/08/656-350x350.png,8475,"Bubble Frog, Pokemon","Bubble Frog, froakie, Torrent",143,143 in stock,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings. Description It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.",39
Frogadier,125.0,https://scrapeme.live/shop/Frogadier/,https://scrapeme.live/wp-content/uploads/2018/08/657-350x350.png,4488,"Bubble Frog, Pokemon","Bubble Frog, frogadier, Torrent",58,58 in stock,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time. Description Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.",40
Greninja,42.0,https://scrapeme.live/shop/Greninja/,https://scrapeme.live/wp-content/uploads/2018/08/658-350x350.png,1004,"Ninja, Pokemon","greninja, Ninja, Torrent",213,213 in stock,"It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water. Description It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.",40
Bunnelby,66.0,https://scrapeme.live/shop/Bunnelby/,https://scrapeme.live/wp-content/uploads/2018/08/659-350x350.png,1862,"Digging, Pokemon","bunnelby, Digging, Pickup",194,194 in stock,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly. Description It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,40
Fletchling,43.0,https://scrapeme.live/shop/Fletchling/,https://scrapeme.live/wp-content/uploads/2018/08/661-350x350.png,6897,"Pokemon, Tiny Robin","Big Pecks, fletchling, Tiny Robin",127,127 in stock,"Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory. Description Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory.",40
Fletchinder,147.0,https://scrapeme.live/shop/Fletchinder/,https://scrapeme.live/wp-content/uploads/2018/08/662-350x350.png,9413,"Ember, Pokemon","Ember, Flame Body, fletchinder",36,36 in stock,"The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going. Description The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going.",40
Talonflame,84.0,https://scrapeme.live/shop/Talonflame/,https://scrapeme.live/wp-content/uploads/2018/08/663-350x350.png,6530,"Pokemon, Scorching","Flame Body, Scorching, talonflame",205,205 in stock,"When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick. Description When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.",40
Scatterbug,40.0,https://scrapeme.live/shop/Scatterbug/,https://scrapeme.live/wp-content/uploads/2018/08/664-350x350.png,5928,"Pokemon, Scatterdust","scatterbug, Scatterdust, Shield Dust",50,50 in stock,"The powder that covers its body regulates its temperature, so it can live in any region or climate. Description The powder that covers its body regulates its temperature, so it can live in any region or climate.",40
Spewpa,155.0,https://scrapeme.live/shop/Spewpa/,https://scrapeme.live/wp-content/uploads/2018/08/665-350x350.png,2784,"Pokemon, Scatterdust","Scatterdust, Shed Skin, spewpa",168,168 in stock,"The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder. Description The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.",40
Vivillon,177.0,https://scrapeme.live/shop/Vivillon/,https://scrapeme.live/wp-content/uploads/2018/08/666-350x350.png,9125,"Pokemon, Scale","Scale, Shield Dust, vivillon",208,208 in stock,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales. Description The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.,40
Litleo,34.0,https://scrapeme.live/shop/Litleo/,https://scrapeme.live/wp-content/uploads/2018/08/667-350x350.png,5074,"Lion Cub, Pokemon","Lion Cub, litleo, Rivalry",288,288 in stock,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight. Description They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.,40
Pyroar,127.0,https://scrapeme.live/shop/Pyroar/,https://scrapeme.live/wp-content/uploads/2018/08/668-350x350.png,5896,"Pokemon, Royal","pyroar, Rivalry, Royal",38,38 in stock,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs. Description With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.",40
Flabebe,79.0,https://scrapeme.live/shop/Flabebe/,https://scrapeme.live/wp-content/uploads/2018/08/669-350x350.png,1253,"Pokemon, Single Bloom","flabebe, Flower Veil, Single Bloom",24,24 in stock,"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart. Description When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.",40
Floette,149.0,https://scrapeme.live/shop/Floette/,https://scrapeme.live/wp-content/uploads/2018/08/670-350x350.png,4585,"Pokemon, Single Bloom","floette, Flower Veil, Single Bloom",270,270 in stock,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance. Description When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.",40
Florges,93.0,https://scrapeme.live/shop/Florges/,https://scrapeme.live/wp-content/uploads/2018/08/671-350x350.png,9793,"Garden, Pokemon","florges, Flower Veil, Garden",25,25 in stock,"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains. Description In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",40
Skiddo,129.0,https://scrapeme.live/shop/Skiddo/,https://scrapeme.live/wp-content/uploads/2018/08/672-350x350.png,5049,"Mount, Pokemon","Mount, Sap Sipper, skiddo",271,271 in stock,"If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back. Description If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.",40
Gogoat,97.0,https://scrapeme.live/shop/Gogoat/,https://scrapeme.live/wp-content/uploads/2018/08/673-350x350.png,6039,"Mount, Pokemon","gogoat, Mount, Sap Sipper",104,104 in stock,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns. Description They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,40
Pangoro,76.0,https://scrapeme.live/shop/Pangoro/,https://scrapeme.live/wp-content/uploads/2018/08/675-350x350.png,3178,"Daunting, Pokemon","Daunting, Iron Fist, pangoro",271,271 in stock,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole. Description It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.",41
Furfrou,165.0,https://scrapeme.live/shop/Furfrou/,https://scrapeme.live/wp-content/uploads/2018/08/676-350x350.png,6858,"Pokemon, Poodle","Fur Coat, furfrou, Poodle",180,180 in stock,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king. Description Historically, in the Kalos region, these Pokémon were the designated guardians of the king.",41
Espurr,149.0,https://scrapeme.live/shop/Espurr/,https://scrapeme.live/wp-content/uploads/2018/08/677-350x350.png,6882,"Pokemon, Restraint","espurr, Keen Eye, Restraint",169,169 in stock,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power. Description It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.",41
Honedge,101.0,https://scrapeme.live/shop/Honedge/,https://scrapeme.live/wp-content/uploads/2018/08/679-350x350.png,2418,"Pokemon, Sword","honedge, No Guard, Sword",101,101 in stock,"If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely. Description If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.",41
Doublade,164.0,https://scrapeme.live/shop/Doublade/,https://scrapeme.live/wp-content/uploads/2018/08/680-350x350.png,3642,"Pokemon, Sword","doublade, No Guard, Sword",144,144 in stock,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay. Description The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.",41
Spritzee,58.0,https://scrapeme.live/shop/Spritzee/,https://scrapeme.live/wp-content/uploads/2018/08/682-350x350.png,7207,"Perfume, Pokemon","Healer, Perfume, spritzee",241,241 in stock,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked. Description In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",41
Aromatisse,194.0,https://scrapeme.live/shop/Aromatisse/,https://scrapeme.live/wp-content/uploads/2018/08/683-350x350.png,7781,"Fragrance, Pokemon","aromatisse, Fragrance, Healer",198,198 in stock,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it. Description Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.",41
Swirlix,90.0,https://scrapeme.live/shop/Swirlix/,https://scrapeme.live/wp-content/uploads/2018/08/684-350x350.png,1694,"Cotton Candy, Pokemon","Cotton Candy, Sweet Veil, swirlix",129,129 in stock,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy. Description Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.",41
Slurpuff,66.0,https://scrapeme.live/shop/Slurpuff/,https://scrapeme.live/wp-content/uploads/2018/08/685-350x350.png,1013,"Meringue, Pokemon","Meringue, slurpuff, Sweet Veil",262,262 in stock,"Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose! Description Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!",41
Inkay,38.0,https://scrapeme.live/shop/Inkay/,https://scrapeme.live/wp-content/uploads/2018/08/686-350x350.png,5522,"Pokemon, Revolving","inkay, Revolving, Suction Cups",167,167 in stock,"It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide. Description It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.",41
Malamar,58.0,https://scrapeme.live/shop/Malamar/,https://scrapeme.live/wp-content/uploads/2018/08/687-350x350.png,8034,"Overturning, Pokemon","malamar, Overturning, Suction Cups",294,294 in stock,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids. Description It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.",41
Binacle,102.0,https://scrapeme.live/shop/Binacle/,https://scrapeme.live/wp-content/uploads/2018/08/688-350x350.png,2430,"Pokemon, Two-Handed","binacle, Sniper, Two-Handed",143,143 in stock,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline. Description They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.",41
Barbaracle,165.0,https://scrapeme.live/shop/Barbaracle/,https://scrapeme.live/wp-content/uploads/2018/08/689-350x350.png,2186,"Collective, Pokemon","barbaracle, Collective, Sniper",123,123 in stock,"Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders. Description Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.",41
Skrelp,63.0,https://scrapeme.live/shop/Skrelp/,https://scrapeme.live/wp-content/uploads/2018/08/690-350x350.png,4439,"Mock Kelp, Pokemon","Mock Kelp, Poison Point, skrelp",184,184 in stock,It looks just like rotten kelp. It hides from foes while storing up power for its evolution. Description It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,41
Dragalge,151.0,https://scrapeme.live/shop/Dragalge/,https://scrapeme.live/wp-content/uploads/2018/08/691-350x350.png,8707,"Mock Kelp, Pokemon","dragalge, Mock Kelp, Poison Point",254,254 in stock,"Tales are told of ships that wander into seas where Dragalge live, never to return. Description Tales are told of ships that wander into seas where Dragalge live, never to return.",41
Clauncher,29.0,https://scrapeme.live/shop/Clauncher/,https://scrapeme.live/wp-content/uploads/2018/08/692-350x350.png,3133,"Pokemon, Water Gun","clauncher, Mega Launcher, Water Gun",152,152 in stock,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock. Description Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.",41
Clawitzer,69.0,https://scrapeme.live/shop/Clawitzer/,https://scrapeme.live/wp-content/uploads/2018/08/693-350x350.png,1535,"Howitzer, Pokemon","clawitzer, Howitzer, Mega Launcher",65,65 in stock,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots. Description By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.",42
Helioptile,62.0,https://scrapeme.live/shop/Helioptile/,https://scrapeme.live/wp-content/uploads/2018/08/694-350x350.png,3461,"Generator, Pokemon","Generator, helioptile, Sand Veil",126,126 in stock,The frills on either side of its head have cells that generate electricity when exposed to sunlight. Description The frills on either side of its head have cells that generate electricity when exposed to sunlight.,42
Heliolisk,83.0,https://scrapeme.live/shop/Heliolisk/,https://scrapeme.live/wp-content/uploads/2018/08/695-350x350.png,3157,"Generator, Pokemon","Generator, heliolisk, Sand Veil",43,43 in stock,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds. Description It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.",42
Tyrunt,62.0,https://scrapeme.live/shop/Tyrunt/,https://scrapeme.live/wp-content/uploads/2018/08/696-350x350.png,6058,"Pokemon, Royal Heir","Royal Heir, Strong Jaw, tyrunt",148,148 in stock,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago. Description Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,42
Tyrantrum,26.0,https://scrapeme.live/shop/Tyrantrum/,https://scrapeme.live/wp-content/uploads/2018/08/697-350x350.png,2750,"Despot, Pokemon","Despot, Strong Jaw, tyrantrum",58,58 in stock,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king. Description Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.",42
Amaura,155.0,https://scrapeme.live/shop/Amaura/,https://scrapeme.live/wp-content/uploads/2018/08/698-350x350.png,3786,"Pokemon, Tundra","amaura, Refrigerate, Tundra",187,187 in stock,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum. Description This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,42
Aurorus,189.0,https://scrapeme.live/shop/Aurorus/,https://scrapeme.live/wp-content/uploads/2018/08/699-350x350.png,3008,"Pokemon, Tundra","aurorus, Refrigerate, Tundra",243,243 in stock,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack. Description Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.",42
Sylveon,48.0,https://scrapeme.live/shop/Sylveon/,https://scrapeme.live/wp-content/uploads/2018/08/700-350x350.png,8161,"Intertwining, Pokemon","Cute Charm, Intertwining, sylveon",20,20 in stock,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her. Description It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,42
Hawlucha,44.0,https://scrapeme.live/shop/Hawlucha/,https://scrapeme.live/wp-content/uploads/2018/08/701-350x350.png,2009,"Pokemon, Wrestling","hawlucha, Limber, Wrestling",30,30 in stock,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against. Description With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.",42
Dedenne,118.0,https://scrapeme.live/shop/Dedenne/,https://scrapeme.live/wp-content/uploads/2018/08/702-350x350.png,3410,"Antenna, Pokemon","Antenna, dedenne, Pickup",71,71 in stock,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers. Description It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.",42
Carbink,171.0,https://scrapeme.live/shop/Carbink/,https://scrapeme.live/wp-content/uploads/2018/08/703-350x350.png,1834,"Jewel, Pokemon","carbink, Clear Body, Jewel",290,290 in stock,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves. Description It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,42
